Transaction_ID,Order_Date,Customer_Reference_ID,Item_SKU,Quantity_Purchased,Total_Revenue_Logged,Marketing_Channel,Time_to_Ship_Days,Refund_Applied
T6651,2025-09-24,C4524,ACC-5,2,548.0 GHS,Organic,5,N
T6652,06/10/25,C4067,ACC-9,2,618.0 GHS,Organic,5,N
T6653,29/08/24,C4432,ACC-8,1,239.0 GHS,Organic,4,N
T6654,10-Sep-2024,cust_3615,ACC-3,3,912.0 GHS,Referral,7,N
T6655,04/10/25,C1012,Wig-WAVY-20,3,24000.0 GHS,Organic,3,N
T6656,2025-08-20,cust_4555,acc-25,1,16333 NGN,Organic,6,N
T6657,21/09/25,cust_2224,ACC-17,1,17.59 USD,Organic,7,NULL
T6658,05-Mar-2025,C2922,ACC-22,1,118.0 GHS,Referral,3,N
T6659,2025-04-20,C4306,ACC-23,1,224.0 GHS,Referral,5,N
T6660,10/03/25,C4288,ACC-5,1,274.0 GHS,Organic,6,N
T6661,20/05/25,C1696,acc-4,1,327.0 GHS,Organic,7,N
T6662,29-Jun-2025,C2730,Wig-Tpart-12,1,233333 NGN,Google_Ads,29,N
T6663,02-Nov-2025,cust_2915,ACC-10,3,681.0 GHS,Referral,5,N
T6664,15/09/24,C800,ACC-3,1,304.0 GHS,Organic,6,N
T6665,25/06/25,C2696,ACC-10,2,30266 NGN,Google_Ads,7,NULL
T6666,2025-07-14,cust_4795,ACC-11,2,358.0 GHS,Meta Paid,6,N
T6667,22-Dec-2024,C4817,ACC-19,1,164.0 GHS,Organic,7,TRUE
T6668,2025-04-07,C3529,ACC-1,2,526.0 GHS,Organic,7,N
T6669,2024-11-03,cust_4318,ACC-7,3,873.0 GHS,Email,3,N
T6670,2024-09-07,C4189,ACC-14,3,351.0 GHS,Referral,3,NULL
T6671,12-Aug-2025,C989,ACC-18,3,36400 NGN,Meta Paid,3,N
T6672,18-Apr-2025,cust_4597,ACC-23,1,224.0 GHS,Organic,7,N
T6673,2025-09-27,C1173,Wig-SWISS-18,2,8400.0 GHS,Organic,7,N
T6674,20-Sep-2025,C2825,Wig-OMBRE-22,2,13600.0 GHS,Email,4,N
T6675,04-Mar-2025,C2705,ACC-19,2,328.0 GHS,Organic,3,NULL
T6676,2025-03-01,C306,ACC-1,3,52600 NGN,Referral,7,N
T6677,05-Nov-2025,C1924,Wig-Short-10,3,760000 NGN,Referral,6,N
T6678,03/09/24,cust_1426,Wig-HDC-24,-1,-9500.0 GHS,Referral,39,N
T6679,18-Apr-2025,C484,Wig-Bone-30,1,7800.0 GHS,Organic,32,N
T6680,2025-08-10,C2246,ACC-2,2,308.0 GHS,Meta Paid,7,N
T6681,14-Nov-2024,C2238,Wig-Bone-30,3,23400.0 GHS,Organic,35,NULL
T6682,2025-04-12,C2372,Wig-STRA-16,3,19500.0 GHS,Organic,21,TRUE
T6683,2025-06-08,C515,Wig-OMBRE-22,3,1714.01 USD,Google_Ads,6,Y
T6684,2024-11-20,cust_2319,Wig-RED-14,2,14000.0 GHS,Email,25,NULL
T6685,29-Jul-2024,cust_2030,Wig-UPART-28,1,9900.0 GHS,Organic,34,Y
T6686,11/11/24,C4346,Wig-LUX-26,2,25000.0 GHS,Organic,28,N
T6687,17/01/25,cust_1488,ACC-21,3,62.42 USD,Referral,6,TRUE
T6688,04/07/24,C4574,Wig-UPART-28,3,1980000 NGN,Organic,6,N
T6689,02/11/24,C2058,ACC-16,2,504.0 GHS,Referral,3,NULL
T6690,21-Mar-2025,cust_4325,ACC-3,3,60800 NGN,Organic,7,N
T6691,2025-04-13,C2158,ACC-3,3,60800 NGN,Organic,4,N
T6692,28/06/25,cust_4065,ACC-20,1,97.0 GHS,Meta Paid,4,N
T6693,18/02/25,C3640,ACC-9,1,309.0 GHS,Organic,4,N
T6694,16-Aug-2024,C3984,ACC-9,2,41.96 USD,Organic,3,N
T6695,14-Apr-2025,C176,ACC-20,1,97.0 GHS,Organic,7,N
T6696,2024-08-07,C240,ACC-18,2,364.0 GHS,Email,5,Y
T6697,16/09/24,C3810,Wig-HDC-24,3,28500.0 GHS,Organic,5,N
T6698,17/08/24,C4719,Wig-Tpart-12,3,700000 NGN,Referral,30,N
T6699,2025-02-26,C2810,acc-4,2,43600 NGN,Email,4,N
T6700,26-Jul-2025,C3657,ACC-22,1,118.0 GHS,Google_Ads,7,N
T6701,09/06/25,C3969,Wig-CURL-32,3,42000.0 GHS,Organic,41,N
T6702,25/02/25,C5351,Wig-Tpart-12,2,7000.0 GHS,Organic,7,N
T6703,14/04/25,cust_3344,ACC-2,1,154.0 GHS,Email,6,N
T6704,2024-12-21,cust_536,ACC-2,3,462.0 GHS,Organic,6,N
T6705,2025-06-24,C476,ACC-8,2,478.0 GHS,Organic,5,Y
T6706,2025-01-08,C1930,ACC-14,1,117.0 GHS,Email,6,N
T6707,13/06/25,cust_4227,Wig-AFRO,3,897.4 USD,Meta Paid,6,Y
T6708,2024-07-05,C2806,ACC-17,2,388.0 GHS,Referral,6,N
T6709,2025-04-24,C220,ACC-19,1,164.0 GHS,Referral,5,N
T6710,01/11/24,C289,Wig-HDC-24,1,9500.0 GHS,Organic,5,N
T6711,2025-05-16,cust_155,Wig-LUX-26,1,12500.0 GHS,Meta Paid,4,NULL
T6712,2025-07-05,C3879,ACC-18,3,546.0 GHS,Meta Paid,7,N
T6713,07-Aug-2024,cust_3780,ACC-17,2,388.0 GHS,Organic,7,N
T6714,2025-01-07,cust_2143,ACC-8,1,239.0 GHS,Referral,6,N
T6715,07/12/24,C3994,ACC-1,2,526.0 GHS,Organic,6,N
T6716,12/12/24,C2279,ACC-16,1,18.93 USD,Referral,7,N
T6717,01/10/24,C1829,Wig-UPART-28,2,19800.0 GHS,Referral,32,N
T6718,2025-09-12,C248,ACC-6,1,119.0 GHS,Organic,7,N
T6719,15/11/24,cust_5112,Wig-LUX-26,3,37500.0 GHS,Organic,41,Y
T6720,09-Nov-2024,cust_3420,ACC-2,3,462.0 GHS,Referral,7,N
T6721,2025-02-24,C1003,ACC-18,1,182.0 GHS,Organic,4,N
T6722,18-May-2025,cust_836,Wig-BLOND-14,2,9000.0 GHS,Meta Paid,3,N
T6723,30-Jan-2025,C4872,ACC-9,2,618.0 GHS,Organic,5,N
T6724,07-Dec-2024,C698,ACC-3,3,73.86 USD,Organic,4,N
T6725,17/06/25,cust_1138,Wig-CURL-32,3,42000.0 GHS,Google_Ads,5,N
T6726,03-Nov-2025,C415,ACC-18,3,546.0 GHS,Organic,6,N
T6727,2025-01-10,C4009,Wig-Tpart-12,3,10500.0 GHS,Referral,28,NULL
T6728,2024-09-15,cust_3269,ACC-23,3,44800 NGN,Referral,7,N
T6729,2025-05-07,cust_2822,Wig-HDShort,3,19500.0 GHS,Meta Paid,22,N
T6730,23-Dec-2024,C2520,ACC-20,3,19400 NGN,Organic,5,N
T6731,06/11/24,cust_1643,ACC-17,1,194.0 GHS,Referral,3,N
T6732,28-Dec-2024,cust_4980,ACC-23,2,29866 NGN,Email,7,N
T6733,09-May-2025,cust_256,ACC-10,1,227.0 GHS,Organic,7,N
T6734,17/09/25,cust_1470,ACC-12,2,316.0 GHS,Organic,7,N
T6735,16/11/24,C4411,ACC-14,1,117.0 GHS,Organic,5,N
T6736,2025-07-12,cust_1095,Wig-SWISS-18,-1,-4200.0 GHS,Meta Paid,6,N
T6737,10/04/25,cust_5073,Wig-Short-10,1,3800.0 GHS,Referral,42,N
T6738,2025-08-05,C3906,ACC-8,2,478.0 GHS,Meta Paid,3,N
T6739,06/07/24,C5440,ACC-17,1,194.0 GHS,Organic,4,N
T6740,21/01/25,C3128,ACC-1,1,263.0 GHS,Referral,5,N
T6741,28-Nov-2024,cust_65,Wig-Short-10,1,3800.0 GHS,Organic,6,N
T6742,03/12/24,cust_5126,ACC-24,3,447.0 GHS,Email,6,N
T6743,30/09/25,cust_3106,ACC-1,1,17533 NGN,Organic,4,N
T6744,28-Oct-2025,C2458,ACC-6,2,238.0 GHS,Organic,3,N
T6745,22-Oct-2024,C1043,Wig-Tpart-12,1,3500.0 GHS,Organic,32,N
T6746,31-Dec-2024,C4300,Wig-BLOND-14,2,748.33 USD,Organic,6,N
T6747,2025-01-26,cust_1478,ACC-9,1,309.0 GHS,Referral,7,Y
T6748,16/09/24,cust_3449,ACC-11,3,537.0 GHS,Organic,7,N
T6749,17-Nov-2024,C497,ACC-17,2,388.0 GHS,Organic,6,N
T6750,28-Oct-2024,C3096,ACC-5,1,18266 NGN,Referral,6,N
T6751,19-Dec-2024,cust_5338,ACC-24,2,298.0 GHS,Organic,3,N
T6752,01/09/24,cust_2006,Wig-STRA-16,1,6500.0 GHS,Referral,5,N
T6753,22/04/25,C3640,ACC-14,3,351.0 GHS,Organic,5,N
T6754,16-May-2025,cust_2289,Wig-UPART-28,2,19800.0 GHS,Organic,35,N
T6755,25-Aug-2024,C1759,Wig-LUX-26,2,25000.0 GHS,Email,4,N
T6756,2025-03-07,C4479,Wig-SWISS-18,3,12600.0 GHS,Email,7,NULL
T6757,18/11/24,C2328,Wig-STRA-16,2,860.12 USD,Email,5,N
T6758,08/08/24,C2058,ACC-24,3,447.0 GHS,Organic,7,NULL
T6759,2024-11-13,cust_3914,Wig-AFRO,1,3500.0 GHS,Organic,4,NULL
T6760,20-Sep-2025,cust_4963,Wig-Tpart-12,1,3500.0 GHS,Organic,21,N
T6761,14-Mar-2025,C4031,Wig-SWISS-18,2,676.43 USD,Organic,6,N
T6762,2025-08-28,C129,ACC-6,1,9.93 USD,Meta Paid,6,N
T6763,06/02/25,C1545,ACC-10,3,45400 NGN,Organic,4,N
T6764,24-Dec-2024,cust_2567,ACC-14,2,15600 NGN,Referral,4,N
T6765,08/01/25,C3984,Wig-HDC-24,3,2322.96 USD,Organic,5,N
T6766,21/04/25,cust_2443,Wig-HDC-24,1,9500.0 GHS,Referral,3,N
T6767,29-Jul-2025,cust_4677,ACC-20,1,8.14 USD,Google_Ads,4,N
T6768,2025-07-24,cust_640,Wig-SWISS-18,3,12600.0 GHS,Google_Ads,29,N
T6769,2024-11-02,cust_1065,ACC-19,1,164.0 GHS,Organic,5,TRUE
T6770,03-Aug-2025,cust_1299,Wig-RED-14,3,21000.0 GHS,Meta Paid,45,Y
T6771,2025-01-26,C4893,ACC-24,1,9933 NGN,Email,7,N
T6772,04/02/25,C987,ACC-12,3,38.47 USD,Organic,4,N
T6773,2024-09-30,C3207,ACC-1,3,789.0 GHS,Organic,3,N
T6774,2025-09-26,cust_4686,ACC-17,2,388.0 GHS,Organic,5,NULL
T6775,2024-10-23,C4669,ACC-22,2,236.0 GHS,Organic,4,N
T6776,13/03/25,C203,ACC-15,3,831.0 GHS,Organic,5,NULL
T6777,2025-06-10,C4174,ACC-24,3,447.0 GHS,Meta Paid,6,TRUE
T6778,28/12/24,C1660,ACC-19,2,328.0 GHS,Referral,3,NULL
T6779,2025-10-21,C3693,ACC-19,1,164.0 GHS,Organic,5,N
T6780,06-Oct-2025,C2240,ACC-2,2,20533 NGN,Organic,3,N
T6781,2025-07-23,cust_3979,Wig-UPART-28,3,29700.0 GHS,Google_Ads,6,N
T6782,26-Dec-2024,cust_903,Wig-RED-14,3,1570.24 USD,Email,34,N
T6783,2024-07-04,cust_4487,ACC-10,1,14.9 USD,Email,6,Y
T6784,2025-09-15,C3152,ACC-9,3,927.0 GHS,Email,5,N
T6785,06-Mar-2025,C5299,acc-25,3,735.0 GHS,Email,3,N
T6786,2025-10-09,cust_3072,ACC-15,2,36933 NGN,Organic,7,N
T6787,2024-09-11,C4242,ACC-12,2,21066 NGN,Organic,4,Y
T6788,01-Nov-2025,cust_1470,Wig-OMBRE-22,2,13600.0 GHS,Email,45,N
T6789,17/12/24,cust_5205,ACC-8,2,478.0 GHS,Organic,5,N
T6790,2025-04-26,C4682,Wig-HDShort,-1,-6500.0 GHS,Referral,5,N
T6791,22/07/25,cust_5202,ACC-22,15,157.94 USD,Meta Paid,7,N
T6792,23/02/25,C4642,ACC-22,3,354.0 GHS,Organic,4,N
T6793,16-Mar-2025,cust_3719,Wig-Short-10,1,253333 NGN,Organic,7,N
T6794,08/05/25,cust_2684,ACC-13,1,14333 NGN,Google_Ads,7,N
T6795,2024-07-16,C1585,acc-4,2,43600 NGN,Referral,4,N
T6796,28-Aug-2025,C91,Wig-OMBRE-22,3,20400.0 GHS,Google_Ads,6,Y
T6797,2025-08-12,cust_1420,Wig-LUX-26,1,12500.0 GHS,Google_Ads,40,Y
T6798,01/09/24,cust_923,ACC-10,3,681.0 GHS,Email,3,N
T6799,15-Aug-2025,cust_751,ACC-17,2,34.95 USD,Organic,4,N
T6800,19-May-2025,C263,ACC-22,1,118.0 GHS,Google_Ads,4,TRUE
T6801,2025-02-14,C2080,acc-25,1,245.0 GHS,Organic,6,N
T6802,2024-12-06,C2082,acc-4,2,654.0 GHS,Referral,6,N
T6803,2024-07-13,cust_3798,Wig-Tpart-12,1,3500.0 GHS,Organic,41,N
T6804,2025-09-02,C2893,Wig-WAVY-20,2,16000.0 GHS,Organic,43,Y
T6805,19-Nov-2024,C4020,ACC-7,2,582.0 GHS,Email,7,N
T6806,12/08/25,cust_5154,ACC-5,2,548.0 GHS,Meta Paid,6,N
T6807,26/03/25,cust_3446,Wig-WAVY-20,1,8000.0 GHS,Organic,24,N
T6808,2025-07-30,cust_3142,Wig-STRA-16,3,19500.0 GHS,Meta Paid,7,N
T6809,29-Dec-2024,C2946,ACC-1,1,263.0 GHS,Email,4,N
T6810,06/05/25,C4477,Wig-UPART-28,3,29700.0 GHS,Meta Paid,6,N
T6811,06/08/24,C1936,ACC-15,3,831.0 GHS,Organic,3,TRUE
T6812,22/06/25,cust_4910,ACC-16,1,252.0 GHS,Meta Paid,6,N
T6813,14-Jan-2025,cust_3079,ACC-10,2,454.0 GHS,Organic,5,N
T6814,01/10/25,C2824,Wig-Bone-30,3,23400.0 GHS,Email,7,N
T6815,20-Jul-2024,C5283,Wig-BLOND-14,3,13500.0 GHS,Organic,27,NULL
T6816,15/04/25,C3731,Wig-WAVY-20,3,24000.0 GHS,Email,5,NULL
T6817,15-Feb-2025,cust_2034,acc-4,1,26.69 USD,Organic,6,TRUE
T6818,25-Dec-2024,C3737,ACC-12,3,474.0 GHS,Referral,3,Y
T6819,2025-05-16,cust_2387,Wig-SWISS-18,1,4200.0 GHS,Google_Ads,4,N
T6820,15/05/25,C3393,Wig-BLOND-14,2,600000 NGN,Google_Ads,6,Y
T6821,27-Aug-2025,cust_2269,ACC-22,1,118.0 GHS,Meta Paid,7,N
T6822,09-Aug-2024,cust_1989,ACC-1,1,17533 NGN,Organic,5,TRUE
T6823,07/05/25,cust_945,ACC-14,1,117.0 GHS,Meta Paid,5,N
T6824,01/12/24,cust_2625,Wig-Short-10,1,3800.0 GHS,Organic,3,N
T6825,11/12/24,C3480,Wig-AFRO,1,3500.0 GHS,Referral,23,Y
T6826,03/02/25,C1045,ACC-15,3,831.0 GHS,Email,5,N
T6827,10/07/25,cust_3520,ACC-19,2,328.0 GHS,Meta Paid,3,N
T6828,2024-08-09,C4189,ACC-12,1,158.0 GHS,Referral,3,N
T6829,29-Mar-2025,C1906,ACC-23,1,224.0 GHS,Referral,5,N
T6830,2025-02-11,cust_2197,Wig-CURL-32,1,14000.0 GHS,Referral,7,TRUE
T6831,2025-06-02,C2155,ACC-9,1,309.0 GHS,Google_Ads,4,Y
T6832,08-Dec-2024,C3596,ACC-21,3,828.0 GHS,Referral,5,N
T6833,18-May-2025,cust_2831,ACC-22,3,354.0 GHS,Meta Paid,3,N
T6834,2024-10-18,C1027,Wig-Tpart-12,3,10500.0 GHS,Referral,32,N
T6835,14/08/24,cust_5334,Wig-UPART-28,3,29700.0 GHS,Email,7,NULL
T6836,03/06/25,C2816,ACC-11,1,179.0 GHS,Meta Paid,7,N
T6837,2025-06-30,C2225,ACC-16,2,45.29 USD,Meta Paid,3,N
T6838,03/09/24,C2560,acc-4,3,981.0 GHS,Organic,7,N
T6839,10/02/25,C1656,ACC-10,3,681.0 GHS,Organic,7,N
T6840,30/04/25,cust_4325,ACC-17,1,12933 NGN,Organic,5,N
T6841,18-Feb-2025,C5462,acc-4,-1,-327.0 GHS,Referral,4,N
T6842,2024-10-13,C4859,ACC-13,-1,-215.0 GHS,Email,7,N
T6843,2024-11-26,C607,ACC-2,2,21.1 USD,Email,5,N
T6844,2025-07-23,cust_4948,ACC-9,2,618.0 GHS,Google_Ads,3,NULL
T6845,2024-07-04,C2532,ACC-3,2,608.0 GHS,Email,5,N
T6846,2025-03-12,C1700,Wig-HDC-24,3,2362.01 USD,Organic,43,N
T6847,2025-08-10,cust_2054,ACC-8,3,717.0 GHS,Meta Paid,6,TRUE
T6848,2025-05-07,cust_2011,ACC-17,3,582.0 GHS,Organic,4,N
T6849,31-May-2025,C3671,ACC-19,1,10933 NGN,Organic,4,N
T6850,03/07/25,cust_2486,Wig-LUX-26,1,12500.0 GHS,Google_Ads,6,Y
T6851,2025-02-20,cust_4015,ACC-10,2,454.0 GHS,Organic,3,N
T6852,2025-06-15,cust_4639,ACC-12,1,10533 NGN,Meta Paid,7,N
T6853,29-Sep-2025,C3898,ACC-9,2,618.0 GHS,Organic,6,N
T6854,28-Oct-2025,cust_2327,Wig-Tpart-12,3,10500.0 GHS,Organic,4,NULL
T6855,2024-10-02,C2973,ACC-24,2,298.0 GHS,Organic,4,Y
T6856,03/06/25,C1946,ACC-11,3,537.0 GHS,Meta Paid,7,N
T6857,11/07/24,C2235,ACC-14,1,117.0 GHS,Referral,5,N
T6858,06-Mar-2025,cust_1712,Wig-RED-14,2,14000.0 GHS,Organic,38,TRUE
T6859,07/06/25,cust_5411,acc-4,2,654.0 GHS,Meta Paid,6,N
T6860,10-Aug-2025,cust_2944,ACC-19,3,492.0 GHS,Organic,5,NULL
T6861,23/12/24,cust_5402,ACC-19,1,164.0 GHS,Referral,6,TRUE
T6862,2025-09-06,C3640,Wig-AFRO,3,10500.0 GHS,Email,27,N
T6863,28/09/25,cust_874,ACC-6,2,238.0 GHS,Organic,3,NULL
T6864,2024-11-26,C3607,ACC-2,1,10266 NGN,Referral,6,N
T6865,19-Aug-2025,C1059,ACC-19,3,492.0 GHS,Organic,6,N
T6866,14/03/25,C1173,ACC-14,3,351.0 GHS,Referral,4,N
T6867,21/11/24,cust_4929,Wig-WAVY-20,1,8000.0 GHS,Email,22,N
T6868,25/05/25,C5111,ACC-9,1,309.0 GHS,Organic,5,Y
T6869,2025-07-26,C1944,ACC-3,2,54.85 USD,Google_Ads,5,Y
T6870,16/03/25,C1576,ACC-18,1,182.0 GHS,Organic,5,N
T6871,02/11/24,cust_745,Wig-WAVY-20,3,24000.0 GHS,Organic,41,NULL
T6872,16-May-2025,C5339,ACC-3,1,304.0 GHS,Google_Ads,6,N
T6873,01/02/25,cust_468,Wig-STRA-16,3,19500.0 GHS,Organic,37,NULL
T6874,2024-11-20,C4495,Wig-BLOND-14,1,4500.0 GHS,Email,27,Y
T6875,2025-11-06,cust_1344,ACC-18,1,182.0 GHS,Organic,6,TRUE
T6876,07/03/25,C4579,Wig-SWISS-18,3,12600.0 GHS,Organic,7,Y
T6877,02/07/24,C4887,ACC-24,1,9933 NGN,Email,5,N
T6878,09-Dec-2024,C3389,ACC-19,3,492.0 GHS,Organic,6,N
T6879,08/07/24,cust_379,Wig-Bone-30,3,23400.0 GHS,Organic,38,N
T6880,29/12/24,cust_2023,ACC-5,2,548.0 GHS,Organic,6,TRUE
T6881,2024-09-25,C4125,Wig-UPART-28,3,1920.08 USD,Email,5,Y
T6882,19/05/25,C491,ACC-17,1,194.0 GHS,Google_Ads,5,N
T6883,21-Nov-2024,cust_4782,ACC-2,3,30800 NGN,Organic,7,N
T6884,2025-01-09,C3191,ACC-12,2,316.0 GHS,Organic,5,N
T6885,2024-11-06,C2849,ACC-1,1,263.0 GHS,Organic,3,N
T6886,03/11/25,cust_2817,ACC-16,3,756.0 GHS,Referral,4,Y
T6887,2024-11-09,C4354,Wig-CURL-32,1,14000.0 GHS,Organic,6,N
T6888,26/10/25,C2889,ACC-15,3,831.0 GHS,Organic,4,N
T6889,2025-11-02,cust_4015,ACC-17,3,582.0 GHS,Referral,4,N
T6890,04-Aug-2024,C3450,ACC-18,2,24266 NGN,Organic,5,N
T6891,2025-09-09,cust_2786,acc-25,2,490.0 GHS,Referral,5,N
T6892,02/09/25,C5373,ACC-24,1,9933 NGN,Organic,6,N
T6893,2025-08-04,C4277,Wig-HDShort,2,866666 NGN,Meta Paid,7,TRUE
T6894,17/03/25,cust_4772,ACC-2,3,462.0 GHS,Organic,4,NULL
T6895,2025-01-03,C5340,ACC-10,1,227.0 GHS,Email,7,NULL
T6896,30-Dec-2024,C5030,Wig-UPART-28,1,9900.0 GHS,Organic,3,NULL
T6897,25/08/24,C5148,ACC-13,1,215.0 GHS,Organic,4,N
T6898,28/04/25,C5620,ACC-20,1,97.0 GHS,Organic,7,N
T6899,11/11/24,C1462,ACC-9,2,618.0 GHS,Referral,5,N
T6900,13/11/24,cust_4224,ACC-14,1,117.0 GHS,Organic,4,N
T6901,2024-07-24,C4923,Wig-Short-10,3,11400.0 GHS,Organic,26,N
T6902,2024-08-21,C639,Wig-Tpart-12,2,7000.0 GHS,Organic,5,N
T6903,20/05/25,C4650,Wig-CURL-32,1,14000.0 GHS,Meta Paid,24,N
T6904,26-Aug-2025,C2688,Wig-BLOND-14,2,9000.0 GHS,Meta Paid,23,N
T6905,27-Dec-2024,C4674,ACC-2,1,10266 NGN,Email,3,N
T6906,08/02/25,C3123,Wig-BLOND-14,2,9000.0 GHS,Organic,36,Y
T6907,31-Mar-2025,C2247,Wig-UPART-28,2,1512.8 USD,Referral,45,N
T6908,23/08/24,C5067,ACC-12,3,474.0 GHS,Organic,6,N
T6909,25-Jan-2025,C4433,ACC-24,2,298.0 GHS,Organic,6,N
T6910,2024-08-11,cust_2199,Wig-Tpart-12,3,10500.0 GHS,Organic,6,N
T6911,24-Feb-2025,C2904,ACC-18,2,364.0 GHS,Referral,5,N
T6912,2025-02-26,C5103,Wig-UPART-28,1,9900.0 GHS,Organic,4,N
T6913,19-Nov-2024,C488,ACC-24,2,298.0 GHS,Organic,5,TRUE
T6914,2025-06-25,cust_1083,ACC-16,2,504.0 GHS,Meta Paid,3,N
T6915,2024-11-17,C1164,ACC-15,3,831.0 GHS,Organic,5,TRUE
T6916,17/07/25,C5303,ACC-3,3,912.0 GHS,Meta Paid,3,NULL
T6917,28/12/24,C4739,ACC-1,1,263.0 GHS,Organic,3,N
T6918,29-Jan-2025,C1430,ACC-24,2,298.0 GHS,Email,5,N
T6919,2024-08-23,cust_470,ACC-8,1,239.0 GHS,Email,5,N
T6920,26-Apr-2025,cust_3083,Wig-RED-14,2,14000.0 GHS,Organic,21,N
T6921,14/08/25,C3999,ACC-1,3,789.0 GHS,Meta Paid,7,N
T6922,21-Sep-2024,C1122,ACC-11,3,537.0 GHS,Referral,3,N
T6923,2024-12-22,cust_1777,ACC-19,2,328.0 GHS,Referral,6,N
T6924,20-Sep-2024,C746,ACC-13,1,14.82 USD,Email,6,N
T6925,06/10/25,cust_5218,ACC-18,1,182.0 GHS,Organic,5,N
T6926,17/07/24,C3759,Wig-SWISS-18,1,4200.0 GHS,Organic,5,N
T6927,20-Jun-2025,cust_3424,ACC-10,2,40.64 USD,Google_Ads,4,N
T6928,05/09/25,C3892,ACC-13,1,215.0 GHS,Referral,7,TRUE
T6929,2024-11-03,C4893,ACC-6,2,15866 NGN,Organic,7,N
T6930,19/04/25,cust_2819,Wig-WAVY-20,1,8000.0 GHS,Email,42,N
T6931,29/08/24,cust_3672,Wig-AFRO,2,7000.0 GHS,Organic,6,TRUE
T6932,2025-05-03,C3565,ACC-18,2,24266 NGN,Google_Ads,7,TRUE
T6933,23/10/24,C673,ACC-9,2,618.0 GHS,Organic,6,N
T6934,2025-01-11,C4137,Wig-HDC-24,1,9500.0 GHS,Referral,4,Y
T6935,21/07/25,cust_1923,ACC-6,1,119.0 GHS,Meta Paid,6,N
T6936,09/08/25,C157,Wig-OMBRE-22,1,6800.0 GHS,Meta Paid,7,N
T6937,09/09/25,cust_3904,ACC-11,3,537.0 GHS,Organic,6,N
T6938,2025-07-30,cust_543,Wig-RED-14,3,21000.0 GHS,Organic,23,Y
T6939,2025-03-18,C820,ACC-20,1,97.0 GHS,Organic,3,NULL
T6940,16-Mar-2025,C5269,Wig-Short-10,3,11400.0 GHS,Email,3,TRUE
T6941,2025-09-05,C1757,ACC-16,2,504.0 GHS,Organic,6,N
T6942,25-Jul-2024,cust_2398,ACC-20,1,97.0 GHS,Organic,5,N
T6943,2025-03-01,cust_2690,ACC-16,2,41.11 USD,Organic,3,N
T6944,23-Feb-2025,C4594,Wig-STRA-16,1,482.06 USD,Organic,3,Y
T6945,06/11/25,C1114,Wig-AFRO,1,3500.0 GHS,Organic,27,N
T6946,26-Jul-2024,C1296,Wig-LUX-26,2,25000.0 GHS,Organic,29,TRUE
T6947,10-Jul-2025,cust_4962,acc-25,1,245.0 GHS,Meta Paid,5,N
T6948,28-May-2025,cust_1404,ACC-6,2,238.0 GHS,Meta Paid,3,Y
T6949,13/07/24,cust_2869,ACC-23,1,14933 NGN,Organic,3,TRUE
T6950,25/08/24,cust_159,ACC-10,3,681.0 GHS,Organic,4,N
T6951,03-Oct-2024,C2052,Wig-Short-10,1,252.8 USD,Organic,6,NULL
T6952,2024-07-15,cust_3256,ACC-11,-1,-11933 NGN,Organic,6,N
T6953,12-Jul-2024,cust_1259,ACC-5,3,822.0 GHS,Organic,6,N
T6954,07/10/24,C4626,Wig-UPART-28,2,1349.23 USD,Referral,3,Y
T6955,25-Mar-2025,cust_2505,Wig-UPART-28,2,1320000 NGN,Organic,7,N
T6956,23-Feb-2025,C3483,Wig-HDShort,2,13000.0 GHS,Referral,35,NULL
T6957,07/11/24,C1880,ACC-18,1,12.77 USD,Organic,4,N
T6958,11/07/24,cust_832,Wig-UPART-28,1,9900.0 GHS,Organic,39,N
T6959,16/03/25,C1571,ACC-8,2,478.0 GHS,Organic,5,N
T6960,28-Sep-2024,cust_1498,Wig-LUX-26,2,25000.0 GHS,Organic,20,Y
T6961,27/08/24,C2809,ACC-8,3,717.0 GHS,Organic,5,N
T6962,2025-09-09,cust_3678,Wig-OMBRE-22,1,6800.0 GHS,Organic,28,N
T6963,2025-03-29,cust_3295,ACC-23,2,36.78 USD,Organic,4,Y
T6964,10-Dec-2024,C4915,Wig-UPART-28,3,29700.0 GHS,Referral,3,Y
T6965,09/12/24,C3399,ACC-15,1,277.0 GHS,Email,5,N
T6966,25-Mar-2025,C5223,Wig-WAVY-20,3,1908.63 USD,Organic,4,N
T6967,2025-05-11,C1587,Wig-UPART-28,1,832.88 USD,Google_Ads,5,N
T6968,03-Dec-2024,C3695,Wig-LUX-26,1,12500.0 GHS,Email,3,TRUE
T6969,02/02/25,C2642,Wig-STRA-16,3,19500.0 GHS,Organic,41,Y
T6970,01/10/25,C2526,Wig-OMBRE-22,2,13600.0 GHS,Organic,6,N
T6971,05-Oct-2024,cust_3765,ACC-15,2,554.0 GHS,Referral,6,Y
T6972,04/08/25,cust_2136,Wig-AFRO,2,7000.0 GHS,Meta Paid,3,NULL
T6973,2025-02-02,C91,ACC-3,3,912.0 GHS,Organic,3,N
T6974,08-Feb-2025,cust_3525,acc-25,3,735.0 GHS,Organic,3,N
T6975,19-Nov-2024,C4217,ACC-3,3,912.0 GHS,Referral,3,N
T6976,12/11/24,cust_3125,ACC-19,2,328.0 GHS,Organic,5,N
T6977,2025-07-21,C1587,ACC-8,1,21.24 USD,Meta Paid,7,N
T6978,2024-10-24,C1659,Wig-BLOND-14,1,300000 NGN,Organic,4,N
